	ACK-F1	ACK-F2	ACK-F3	ACK-M1	ACK-M2	ACK-M3	Cig-F1-L	Cig-F13-H	Cig-F14-H	Cig-F15-H	Cig-F2-L	Cig-F3-L	Cig-F7-M	Cig-F8-M	Cig-M1-L	Cig-M13-H	Cig-M14-H	Cig-M15-H	Cig-M2-L	Cig-M3-L	Cig-M7-M	Cig-M8-M	Cig-M9-M	EL-F1-L	EL-F13-H	EL-F14-H	EL-F15-H	EL-F3-L	EL-F6-L	EL-F7-M	EL-F8-M	EL-F9-M	EL-M1-L	EL-M13-H	EL-M14-H	EL-M15-H	EL-M2-L	EL-M3-L	EL-M7-M	EL-M8-M	EL-M9-M
Peptoniphilus	3.2763300470797e-06	2.13159933542191e-06	1.97152063828129e-06	5.75072544108553e-06	2.89979963056495e-06	1.37150375620417e-06	2.8016480231070703e-06	6.49993739038362e-06	2.20534593224628e-06	3.74673915237807e-06	4.90289703288165e-06	1.3328783085448798e-06	2.22895142932677e-06	1.6547716971312e-06	3.6889430044946898e-06	6.042724149085161e-07	1.24304124812531e-06	1.28982217731483e-06	2.87174595889002e-06	1.30439295297008e-06	1.00521956302442e-06	1.84335613948592e-06	1.52577563685061e-06	3.4662996043483597e-06	3.2538434260479402e-06	3.7204684639339502e-06	1.71080197480172e-06	2.0334040325507e-06	6.98974987609715e-07	8.933803112144361e-06	4.20394832097732e-06	8.276429516201531e-06	1.75785675298168e-06	2.40628111780777e-06	1.99179231385799e-06	3.93404555563248e-06	1.06290767719122e-06	3.8839447691249e-06	1.83711189401628e-06	2.60722139392027e-06	2.83764182039811e-06
Peptostreptococcus	7.22824600069995e-06	8.11854800932814e-06	7.47388498323842e-07	5.73608204949306e-06	5.4034833391920095e-06	4.55487273153137e-06	5.105671169631671e-06	7.385181949086999e-06	7.28450106776176e-06	4.02294713256268e-06	1.06695421064319e-06	2.78521631616981e-06	1.1066478628709e-06	5.88045655113404e-06	4.99705311083846e-06	1.66273652415209e-05	5.31265855093972e-06	9.303617204544611e-06	4.0766590675183294e-05	2.91395820408016e-05	2.1799192832806e-06	1.96027082377869e-06	3.41567427697607e-06	5.03847073219093e-06	1.2689401354324499e-05	7.74496340029942e-06	2.91061929789581e-06	3.2943260047095297e-06	1.84949371661232e-06	7.68451439327842e-06	3.21894767356748e-06	1.0562765259294699e-05	5.46137990037722e-05	7.372468187423151e-06	4.54204291753557e-06	3.63814175463872e-06	6.26221887167294e-06	2.0889893239799597e-06	2.32235279712242e-05	3.2030221870076197e-06	1.6797534532433302e-05
Petrimonas	9.209500361664441e-07	3.45712447590401e-06	5.81032313237148e-08	1.25991290378841e-06	2.6068046237131197e-06	3.4397668906073095e-06	1.3489792649049298e-06	1.0977618945225e-06	1.76646297822172e-06	5.42966458970426e-07	1.26084639915003e-06	3.28423680204379e-06	9.02288731974052e-08	3.8878128588396105e-06	3.4213573223916002e-06	1.30283539657739e-07	2.2367129478871e-05	2.9259858105458098e-05	4.3333408267501e-07	9.50362460845101e-06	2.53519750380831e-05	8.985310042078841e-06	1.4774048424685902e-05	1.05160284351901e-05	2.2888791250826601e-07	1.3392919613350198e-07	0.0	6.962340188755079e-07	2.45978520257825e-07	2.22471996553968e-07	5.718494948817479e-06	4.1125268249161297e-07	3.19362019190411e-06	0.0	9.89007793533443e-07	4.228907943207039e-06	5.20223309031227e-06	4.65110104034291e-06	1.05264337227224e-06	1.42893122103392e-05	1.30007549659784e-06
Phascolarctobacterium	0.00049800964580466	5.09131581839058e-05	5.54477824560059e-05	0.000164490215736502	0.000165620620990507	0.000134364205562359	4.8533486136175705e-05	6.443121051159929e-05	7.232451443338441e-05	0.000144521431905539	3.0190678148762105e-05	8.17359378287925e-05	7.09665406640202e-05	0.0023953191508520604	0.000970274074369814	0.0037976702868377	3.23450710747167e-05	4.49838478847082e-05	0.00681373495080153	0.0050421922677889395	3.74614682736217e-05	4.3142573405220205e-05	0.000122680456960099	7.25379524363204e-05	0.0006710370410738441	0.00389506511696479	0.00116654084438345	4.35403396761223e-05	0.000114708931649313	0.0006000912867863559	4.24440062701687e-05	0.000145289531455146	0.00905704896226668	0.000736376695722437	8.48031436031391e-05	0.00011137304749138401	0.00070380261753739	5.55592241678166e-05	0.0026121472368516698	0.000264278739180486	0.00296354626501763
Phocaeicola	4.0593196951388e-07	2.8038290306737302e-06	2.01974153665595e-07	1.5445773240615699e-06	1.23380809314933e-06	4.77490277938336e-06	1.33641812940094e-06	1.46828288930661e-06	5.00716562552819e-06	1.02885404762655e-06	1.39001729089599e-06	2.75446326133377e-06	3.53799182705465e-07	1.4261649518216002e-06	3.5725033533837304e-06	1.81240415522458e-07	1.24803476716271e-05	2.2856031983688097e-06	7.69502006794202e-07	8.199826090094051e-06	5.92215419887941e-06	1.33796246534097e-06	6.03090853391729e-06	7.3780034414597504e-06	5.37275475604154e-07	5.26126393126573e-07	2.4608136772245396e-07	3.34518603799553e-07	1.3117696877530099e-06	3.11872815468961e-07	8.010435282027639e-06	1.32390296211439e-06	1.1035877066056101e-06	1.24798851269858e-07	3.12934277225598e-06	2.49465356288204e-06	1.35879279274874e-05	5.830729683763211e-06	1.02927361108172e-06	6.96641461052202e-06	7.33169838242679e-06
Phocea	5.2263549867802e-06	5.2275802473418606e-06	7.218111670397701e-07	8.955336404822211e-06	6.18369784331807e-06	6.75337795426526e-06	8.312511908227929e-06	4.232117781625981e-06	6.8180633389211e-06	6.1656566938958505e-06	8.88789686804089e-06	1.98421821395209e-06	1.86274450662887e-06	5.212542386664141e-06	4.95515061450185e-06	4.9779184185471705e-06	3.94625840113938e-06	9.46951744415043e-06	2.826915322809e-06	3.1108287809086103e-06	5.76643751877984e-06	5.76750852790516e-06	6.07859347594563e-06	4.11704266832501e-06	5.66444080810317e-06	2.21354590631748e-06	3.97908622603543e-06	2.1848114263957103e-05	3.73117328075429e-06	4.63357135944064e-06	5.16574342667956e-06	5.99596291722966e-06	5.45925443992394e-06	4.34658431992136e-06	8.78182705580625e-06	1.0530750192873898e-06	4.6037165224912495e-06	3.873554905023851e-06	4.42171509637314e-06	6.26903446086518e-06	5.32739301030331e-06
Phoenicibacter	5.99537634609775e-05	1.54730924805457e-05	5.1052229881640204e-05	2.3612614551684102e-05	5.1808973294193e-05	1.40100111469579e-05	4.53081405738298e-05	2.07179637530678e-05	3.781197998703811e-05	8.903752291487349e-05	1.53071101176493e-05	3.5310384762087106e-05	7.9332228928059e-05	3.06744519762953e-05	4.93083920785215e-06	7.6497027665045e-05	7.06474545860724e-06	7.1145633922766696e-06	4.12795027669721e-05	1.8131969962507e-05	5.96929060482753e-06	3.9929335298756205e-05	8.71823203431654e-06	7.2601527673195295e-06	7.27101842037253e-05	6.554245430050621e-05	5.9905954978027195e-05	0.000104003713522023	5.34893782303969e-05	6.26479591395402e-05	1.68098727729339e-05	2.81004250791628e-05	5.22576411086906e-05	8.73139424790843e-05	1.3837213904767801e-05	2.63596556359723e-05	5.5028352600964504e-06	1.3314034219383198e-05	3.5010898343217894e-05	3.1215802339340805e-05	4.121463123509339e-05
Photobacterium	1.64815175756407e-07	2.5099263668628603e-07	1.64332780198947e-07	2.33654266899012e-07	2.01293337629195e-07	2.25559521114111e-07	0.0	1.92010348880023e-07	1.34262937566179e-07	0.0	4.29462939642712e-08	1.5940232850977499e-07	0.0	0.0	9.65467289206698e-08	6.57401060767843e-08	0.0	0.0	0.0	5.9385244883370195e-08	0.0	0.0	1.7901268167052398e-07	3.64458996568084e-07	0.0	4.87264754189137e-08	5.9506283117408896e-08	4.9137157918256506e-08	4.9392106009591606e-08	1.0486646808518999e-07	5.7021146700996697e-08	9.675255175559641e-08	2.97469826434863e-07	0.0	2.2065988990991602e-07	6.08416934344131e-08	0.0	1.55524858745052e-07	2.16661054334724e-07	1.4847283403210002e-07	2.04740774197237e-07
Planomicrobium	0.0	0.0	0.0	0.0	0.0	2.29703927331148e-07	1.15028170934522e-06	0.0	0.0	0.0	0.0	0.0	1.34868420989806e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.24501434295714e-06	0.0	0.0	0.0	2.3423646167585303e-07	0.0	2.3384925295262397e-07	0.0	0.0	0.0	0.0	0.0	2.06455612983343e-07	0.0	9.0994603138774e-07	0.0	0.0	0.0	0.0	0.0	0.0
Pontibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4932973877964896e-07	0.0	1.6097479791651302e-07	1.59231643775221e-07	0.0	0.0	1.73925346630983e-07	0.0	0.0	0.0	0.0	0.0	0.0	1.9687048853624199e-07	0.0	8.849652570788999e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.01817529559951e-06	0.0	0.0	0.0	1.82840793288067e-07
Porphyromonas	2.93256984652565e-05	4.51784341479636e-05	4.64238069025962e-06	2.01908386769626e-05	4.03395789665741e-05	6.17053244839149e-05	3.49402721019514e-05	3.7550746019056797e-05	2.68359408853517e-05	7.2609788027720904e-06	2.6076175427557998e-05	2.95331036526234e-05	9.81123027681318e-06	4.64670800268756e-05	9.21713407635338e-05	1.08453248323341e-05	5.70979574894979e-05	4.10761235968799e-05	6.93221512939548e-06	9.452814542330151e-05	0.000107831570337774	5.06510989379216e-05	5.6911805678636095e-05	8.77120306943424e-05	5.96491933385165e-06	1.2888531553591302e-05	5.47805402245799e-06	2.6551832935724398e-05	8.41211573703929e-06	9.80861275608588e-06	7.427019947153321e-05	1.6946047272056102e-05	1.19297388836752e-05	7.15983982194343e-07	3.48381578879203e-05	2.03332281001753e-05	0.00010392168464487901	9.365337708779921e-05	1.16376694607742e-05	3.4977578856453995e-05	3.34305417943455e-05
Prevotella	0.0107098228238317	0.0367817559398392	0.00118524854004087	0.0101259175724153	0.011894076250185	0.0409803105625004	0.0121834267691331	0.0124146949825276	0.0151691411562823	0.005299792176571521	0.00512317351636546	0.0113495583047899	0.00312092303288219	0.00605837222051984	0.031242805303988	0.00461751415240097	0.0443523627260097	0.0267959373279687	0.00331989212408796	0.0461793585987409	0.0319594416487921	0.0266744936197554	0.0320016978089886	0.0294878490448135	0.00105970803887936	0.0029771531311791103	0.00175682093637018	0.00348678090274186	0.004098963545880029	0.0024859059823344	0.0266471017138877	0.0052640334334814205	0.00548308335027469	0.00270907636197778	0.0175876684886448	0.0210747341483805	0.045985245097145994	0.0233644146041527	0.0112288511084555	0.0201250453175324	0.0254037339008806
Prevotellamassilia	9.81570000865881e-05	0.000342167141468985	5.42721216202899e-05	0.000246780009210322	0.000211105146796797	0.000524106267128986	0.000131984693312375	0.000155702363704997	0.000135986427517794	4.80788876181584e-05	7.091945895220021e-05	0.000124841243279874	1.43653099351181e-05	5.01530704320758e-05	0.00145566034209192	1.3411921994047801e-05	0.000386193237330322	0.000204349333231557	6.42893027786879e-05	0.00106890184873239	0.0005197626931831231	0.000273687938962004	0.000614886726367645	0.00119576603736891	3.0004229346355397e-05	5.08172772550872e-05	2.19479285147854e-05	2.61191552424677e-05	2.2413951702432e-05	4.4166040291555e-05	0.000725517743294689	3.49707635899502e-05	3.8543514641058e-05	6.11106573731659e-06	0.000163620708663973	0.000221510764832377	0.000884528698381716	0.00148392715249134	7.237135712919879e-05	0.000141913256289161	0.000138286552337664
Prolixibacter	0.0	1.83218889008863e-07	4.76876891160563e-07	0.0	1.44253544916693e-07	1.61643504418215e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.674835579700629e-07	0.0	2.62911872834504e-07	0.0	0.0	1.6422586239351801e-07	6.31929963202751e-07	5.474203398892721e-07	3.55078652531657e-07	0.0	0.0	1.34749759183169e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.36175708259194e-07	0.0	0.0	6.384036218549479e-07	2.93448186758625e-07
Propionimicrobium	2.6951964279758504e-07	0.0	2.94862810564928e-07	1.69370204761107e-07	0.0	1.66579183942435e-07	0.0	5.77771832587206e-08	2.74447565338839e-08	0.0	2.6336022507352098e-08	0.0	0.0	0.0	2.7514589412506402e-08	2.62291313812717e-07	0.0	0.0	1.87888365617867e-07	3.38480785085876e-08	0.0	3.76090309847592e-08	0.0	3.8537331783831796e-07	7.8138422711716e-07	4.99911320328397e-07	2.03502403332818e-07	5.60138594080889e-08	0.0	0.0	0.0	0.0	0.0	0.0	4.39923017719263e-08	1.1193013830300401e-07	5.33268231579896e-07	1.30012977760071e-06	0.0	0.0	3.32649280409587e-07
Propionispira	1.2013112937551e-05	5.1270855676398905e-06	8.3801977566685e-06	1.2362901315073e-05	1.94814296836464e-06	2.85489166825855e-06	4.11398948757983e-06	8.931754073804841e-06	5.20812830288057e-06	3.0155650270681203e-05	7.477264889503459e-07	1.08353067942656e-05	1.22481024437544e-05	5.62832404314772e-06	4.5785815518054897e-07	5.53600893278183e-07	2.42035829869229e-06	4.44648605328045e-06	2.4353725520837398e-06	9.30535766843828e-07	1.8292190570739898e-06	4.31344235175546e-06	2.8603023195153e-06	4.95720067139236e-06	3.6129956514949205e-06	2.6786037024424097e-06	1.4772833859737302e-05	1.01139519867278e-06	2.15854046643207e-05	1.59900370269509e-05	7.81696638112455e-07	9.044327663814211e-06	8.240874760293809e-06	1.94543974239309e-05	7.06566174591011e-06	9.26074617959593e-06	1.0482364823667601e-06	4.65991072614803e-06	1.12248225038915e-05	5.5829687242095706e-06	6.7340029229805e-06
Propionispora	4.92601972712637e-07	4.47009940051745e-08	4.02737782270679e-07	3.34149048549774e-08	7.03887779412778e-08	0.0	1.0507380998826599e-07	0.0	4.14838050685245e-07	0.0	0.0	0.0	3.85918674519022e-08	5.55580589602555e-06	3.25699808407079e-08	0.0	3.20720808728837e-08	1.31130804172195e-07	0.0	4.00671531743221e-08	1.29258401564199e-07	0.0	3.3383421507870896e-07	0.0	6.44577563340654e-07	4.91931515215174e-06	3.00381012243371e-06	2.94010932708086e-07	0.0	1.0678655834590499e-06	2.62984623562656e-07	2.3552893912220897e-07	3.54456925905137e-08	0.0	0.0	4.7151021861580297e-07	0.0	1.24865836411798e-07	0.0	1.03836733675202e-07	2.35183382090801e-07
Proteiniborus	6.0694906117326e-07	6.410428719857879e-07	3.50927771763264e-07	9.324894248483829e-07	2.0837856638506502e-07	3.03560277550583e-07	2.1780523684532598e-07	1.10651628571612e-06	2.6652295389768896e-07	5.91185060869879e-07	3.73798200676181e-07	1.8995325916965e-07	1.31610170532128e-07	7.16281512238122e-07	9.677317693652269e-07	8.463094115632e-08	5.50841730073015e-07	2.1879690359068498e-07	6.24391446225324e-07	4.60359761486879e-07	4.4628375741138105e-07	4.893804353373021e-07	6.02673686506324e-07	1.42079582561737e-06	3.24847998214988e-07	7.00826951841909e-07	4.0326957127752205e-07	1.52812840307882e-06	3.09035034752431e-07	5.9361487747511e-07	9.50797960510821e-07	7.93190101482845e-08	7.045430601245491e-07	9.25912712693631e-07	6.872513895149061e-07	3.17646536195612e-07	5.41630686362459e-07	2.98781375352888e-07	1.13133818965949e-06	3.55826089716394e-07	4.4433893522111903e-07
Proteiniclasticum	0.0	0.0	0.0	2.6288503345622e-07	0.0	0.0	2.10147619976531e-07	4.85812536602622e-07	0.0	1.99788034144013e-07	0.0	1.7757396808903e-07	0.0	5.357889825125059e-08	0.0	0.0	0.0	2.49652877173986e-07	1.18333537961253e-07	0.0	0.0	0.0	0.0	6.52527849678841e-08	0.0	0.0	2.5633475804422303e-07	0.0	0.0	0.0	1.32135541874425e-07	2.2101767747013001e-07	0.0	7.689028751223491e-08	0.0	2.10481095382495e-07	5.22759827914441e-08	0.0	0.0	0.0	0.0
Proteiniphilum	6.599141138242271e-07	2.56964368344943e-07	1.39198118940379e-07	1.91545197714772e-07	9.999457283663109e-07	1.67059246604362e-06	2.74934062404529e-07	2.35299824048468e-07	3.20930775432416e-07	0.0	1.0907407265336499e-07	3.08458964023357e-07	3.8282557157523603e-07	1.80578646356398e-06	5.782287062279801e-07	0.0	1.71826531434883e-06	1.79391340910961e-06	4.04771127470068e-07	9.36090373843939e-07	1.0181520106704901e-06	8.91314764542516e-07	2.06264547103429e-07	5.001452504419929e-07	1.3219285460914499e-07	0.0	6.90642871414487e-08	0.0	1.0722592756084501e-07	9.29147750313633e-08	1.39356755325043e-06	5.930847085870881e-07	6.35049028386598e-07	0.0	1.13966529589905e-06	0.0	3.51497726317222e-06	1.2237894151503099e-06	1.3353181781419399e-06	1.3694958775473802e-06	8.06942858143668e-07
Proteocatella	4.8498726931982896e-08	5.4361648387245094e-08	4.24472837186875e-07	0.0	0.0	0.0	4.00281180907679e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.99806977796215e-08	0.0	0.0	0.0	0.0	0.0	0.0	4.31061169965222e-08	1.18856048828436e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Proteus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6763745205499704e-08	0.0	0.0	9.29729708853235e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6675804409455e-08	0.0	6.8329218998628e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7370303645148097e-08	1.41194445788726e-06	0.0	0.0	0.0
Provencibacterium	1.77965040220393e-05	2.0542981139780102e-05	6.52280878708304e-05	1.58606190935296e-05	2.50237568158996e-05	2.57287651690679e-05	1.83845238645363e-05	1.26317474101086e-05	1.85196066496879e-05	6.41945104112819e-05	1.62952245546116e-05	1.68183596216759e-05	1.8203740162119896e-05	1.3324587543453099e-05	1.84346074597531e-05	0.000178846002291157	2.32311015140538e-05	1.14709990476487e-05	2.16433431882786e-05	7.69894617948561e-06	2.34232443046068e-05	2.0878473312415197e-05	3.90936252000991e-05	1.15358083847108e-05	4.28314353962676e-05	2.12786067499918e-05	0.000126272457774365	9.94790966906605e-05	2.4751671712714602e-05	2.08655428371385e-05	9.98506271132158e-06	1.1574742444365401e-05	2.20381038338189e-05	1.27147803884539e-05	1.47000676198586e-05	1.05745455348113e-05	1.24707111646335e-05	1.0893863996061999e-05	4.5678878557044896e-05	2.9498477462365002e-05	4.30647513114555e-05
Pseudanabaena	0.0	3.2979400021595396e-07	0.0	0.0	0.0	1.4547915397639402e-07	0.0	1.26146850114873e-07	0.0	0.0	3.45001894846312e-07	0.0	0.0	0.0	1.2014704043461097e-07	0.0	0.0	0.0	0.0	0.0	1.4218424172061902e-07	0.0	3.19570787278492e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.29028030958858e-07	0.0	0.0	0.0
Pseudobacteroides	2.00608370491384e-07	3.78688981618471e-06	2.79943114196235e-06	9.155735696965499e-06	0.0	1.38866465159285e-06	1.65570852102722e-07	3.18497186167039e-06	3.74347479620539e-06	6.43462993756369e-06	0.0	6.33065028933491e-06	2.71780302903699e-06	2.60911548808302e-06	1.59018141751691e-07	1.7234283226791598e-06	3.8469322310349004e-07	1.9669620625829199e-07	2.0006753347334e-07	4.87663706900668e-07	0.0	1.54023359273031e-06	5.740252699391089e-07	2.15954172799702e-06	2.00026743146172e-06	3.9753085742957395e-07	0.0	9.957062588498052e-07	7.49021190150166e-06	3.47469558295596e-06	6.36760931143426e-07	1.0598802260499399e-06	0.0	1.13484033834891e-05	3.5231876405004402e-06	2.09068658881691e-06	5.30397941791136e-07	1.22876444591166e-06	4.46745905567546e-06	9.25804964809268e-07	3.7788420499395303e-06
Pseudobutyrivibrio	2.85278458266826e-05	2.0777582622155803e-05	2.45882496002457e-05	4.46611775928086e-05	2.7963901758684498e-05	3.0050120111973805e-05	3.7954966116404904e-05	3.7994309771738706e-05	3.21718083161466e-05	2.4334730648511604e-05	1.79052159898083e-05	2.39673305143936e-05	3.32060802169733e-05	2.70276941828487e-05	3.57309680534549e-05	9.561311867465269e-06	2.13067693480761e-05	3.3762866514201395e-05	2.24943584479745e-05	2.24061941388313e-05	2.02863214469995e-05	3.38847629251432e-05	3.03439584403083e-05	2.9661496246166e-05	2.64592756189085e-05	4.1425222132092496e-05	2.25046519955088e-05	1.62118379228277e-05	1.3546722244632699e-05	3.98127191016693e-05	2.01341982560663e-05	3.72985446403005e-05	2.46572744066285e-05	4.822738336002371e-05	4.3773781874501296e-05	1.8826420498986e-05	1.7465582253704903e-05	2.47625142484315e-05	4.34960908835905e-05	3.96631687463944e-05	3.64044680584169e-05
Pseudoflavonifractor	0.00029581862736447297	0.000697307432881313	0.000159873264590662	0.00161615908561197	0.00167163969703772	0.00122651877848393	0.000754875815340805	0.000455627157622774	0.000305491758104692	0.000337029631674939	0.0012332750058086802	0.000326713242873241	0.000128529571836431	0.0009913138945728869	0.00110544697941354	0.000181925608398081	0.00127323709932734	0.00140716351699705	0.000320827914591731	0.000683794320321586	0.00192742257227067	0.00108146302724638	0.00146962533554909	0.0007777502151352571	0.000780678749630647	0.000431962661377787	0.000197413480503301	0.00247620433742626	0.000286390431831436	0.000381783939532288	0.000425579446584156	0.00118573625685504	0.00126672339413751	0.00019477290463635501	0.000851604834965787	0.00034361245977882	0.00148540236997782	0.0031460037046852803	0.000705925935480955	0.00262372698575785	0.00113418974045812
Pseudomonas	0.0	0.0	1.9648887519104e-07	1.76091244632579e-07	0.0	0.0	0.0	1.8020978587839e-07	0.0	0.0	0.0	1.98243953792515e-07	0.0	1.9080417773863102e-07	0.0	2.3374259938412198e-07	0.0	0.0	1.95344253142386e-07	0.0	0.0	0.0	2.28264848056065e-07	0.0	2.6820024275757103e-07	0.0	1.6872667618100802e-07	4.644187077506099e-08	4.41201900674886e-07	0.0	5.79835289237983e-08	3.70116904334901e-07	0.0	2.57521439128279e-07	2.74428168196302e-07	0.0	0.0	3.68651517025309e-07	0.0	0.0	0.0
Pseudoramibacter	4.65581177086927e-07	9.378809357675881e-07	3.07295371392248e-08	2.95482913182535e-06	2.83146547631764e-06	1.8059481183276398e-07	2.29157960128887e-06	1.24193720322523e-06	5.77232292503313e-07	7.846346055705179e-07	1.75216633135444e-06	8.252296800937979e-07	0.0	8.05415762095642e-07	8.000984528431999e-07	3.6145601964828293e-07	6.90290036564507e-07	1.5883969042484501e-06	4.4532767930665597e-07	1.23779025440368e-06	1.32815340080723e-06	1.7917504999569302e-06	9.78962398395052e-07	1.0526378674825599e-06	2.9875445111227003e-06	4.3892795364536103e-07	1.42010307771456e-06	1.36818501576335e-06	5.935682212753761e-07	1.40994634578517e-06	2.02095160509023e-06	1.0582513988812001e-06	1.52166631066006e-06	2.1366886835903e-06	9.349163947564129e-07	1.69203476957607e-06	9.73376085955038e-07	1.4079698566088899e-06	9.483703072830731e-07	1.1536692827264e-06	1.66548268260359e-06
Pseudoscardovia	6.42602119223868e-07	2.6501303588782e-07	0.0	1.86449553140378e-07	1.25640184282281e-07	1.1690289158817301e-07	1.17501895040641e-07	0.0	1.1597622922383199e-07	0.0	0.0	0.0	0.0	9.50012397564191e-08	0.0	3.71238246080664e-07	0.0	1.1591026440220802e-07	2.19762284785184e-07	0.0	0.0	0.0	3.62538288089045e-07	0.0	5.609864838455309e-07	9.428465123437109e-07	1.1201182704453402e-07	1.8498694745696602e-07	1.0002939116228199e-07	2.12376628643116e-07	0.0	9.7972121735709e-08	4.94452518489519e-07	0.0	0.0	0.0	4.2259135487971e-07	0.0	4.7675500155196803e-07	6.19886628756959e-07	4.05726025022101e-07
Psychrobacter	0.0	0.0	0.0	0.0	8.34609795589437e-08	0.0	7.805483027699731e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.27282115217664e-08	0.0	9.50163918133923e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.23492675688336e-07	0.0	0.0	0.0	0.0	0.0	0.0
Pyramidobacter	1.12415511871912e-06	3.86841486624683e-06	5.09406012172606e-07	3.5536670438663596e-06	1.6078700222977302e-06	2.2656105220269503e-06	2.20983614119866e-06	1.67640126339792e-06	1.55114888925213e-06	1.1781069806179801e-06	1.29342403791245e-06	8.11519555503337e-07	2.09960648806657e-06	4.12589292629085e-06	7.31141531576724e-07	1.9874578017504602e-07	3.839848622822441e-06	1.90806831568144e-06	1.61753850625917e-06	4.89312181442026e-06	2.0547611741155202e-06	1.14996463050476e-06	2.34857315784151e-06	1.0470268649444902e-06	3.46475938310378e-06	1.61227966730052e-06	6.8453715848594e-07	4.62636674348942e-06	2.9543249702083197e-06	2.28142955143105e-06	1.1350319844276198e-06	2.1799063911744e-06	2.86422431446633e-06	3.35632601087273e-06	2.09424548564577e-06	1.7632583851378799e-06	1.9238589825200697e-06	1.80364002289082e-06	2.3099426604504503e-06	4.62930779137681e-06	3.98078835198406e-06
Rikenella	2.22398440234539e-06	5.13189368652398e-06	9.484687205925889e-07	1.46507176602963e-06	5.418405872502079e-06	6.2250815241256e-06	3.18600406134825e-06	3.874395179054979e-06	1.23133198694126e-06	4.71704575026836e-07	5.73630268202347e-06	3.3908242977048802e-06	6.26926334977155e-07	4.4908236295208095e-06	3.5952841973398803e-06	7.53876520115623e-07	2.19487371975597e-06	2.5927190569882006e-06	1.63615819137438e-07	6.5203670831772006e-06	1.42737673805689e-05	5.3159363945505095e-06	5.71113960260235e-06	7.75918056226935e-06	5.87920053486069e-07	7.33047254440124e-07	2.7552112279125097e-07	3.72274939989359e-06	5.54996870360433e-07	1.0072905786931101e-06	9.05111949871966e-06	1.15712970946638e-06	1.07499949679334e-06	1.29790805320653e-07	4.37977913932864e-06	2.43388847037624e-06	4.950661573431391e-06	3.29000350747267e-06	5.802378587152079e-07	3.48881768316116e-06	1.54146346471474e-06
Robinsoniella	1.26432475094565e-05	1.15607384664215e-05	3.71854665063669e-05	1.98748959489549e-05	1.7424586401601903e-05	1.76109289904529e-05	2.7534201564352002e-05	2.31066718562802e-05	1.64521081044062e-05	1.7240902174811302e-05	1.4082016981103501e-05	1.12578552273992e-05	7.99700249619996e-06	2.1258884680685997e-05	1.53618688533371e-05	6.80040082657997e-06	1.21321391506646e-05	1.7027045086777202e-05	1.3496739183392402e-05	2.07522270768958e-05	1.11690706344024e-05	2.6142062444249e-05	1.4055300637468803e-05	2.57570068720647e-05	2.468408617619e-05	6.165798199901999e-05	2.1685913320616198e-05	9.2515153615852e-06	3.14686209615281e-05	3.6970102562798905e-05	1.7558214444168803e-05	1.6539792084565e-05	2.70249699114145e-05	2.5742209558036e-05	2.42805991169494e-05	2.9997455380141603e-05	1.19597424517778e-05	2.30038835117432e-05	2.7879128279073302e-05	9.911824259052651e-06	2.95780273319829e-05
Rodentibacter	2.30727973358311e-06	6.677478076024261e-07	4.33231455619098e-07	9.475281002622641e-07	5.69260705459389e-07	6.90369211009421e-06	2.1008064440637e-06	3.24341319454936e-06	1.9766426845714e-06	1.96605287821313e-06	1.7096482163177e-06	2.14762450355974e-06	5.2284092301768e-07	4.09132677859756e-07	1.13632530941659e-06	4.05032022968821e-07	7.21406156384453e-06	6.00351245087809e-06	1.5013179778087e-07	8.36359139289135e-06	5.2699096099366e-06	2.4672867359106e-06	2.1090167551908102e-06	3.26738827878055e-05	6.28437044096314e-07	3.20971732789692e-06	3.97117206540357e-07	5.41046897551863e-07	3.41607187336099e-07	1.6687216448785298e-06	0.000128447577719759	8.207073740996519e-06	2.6237208081439e-06	9.7148806377734e-08	5.60466473405607e-07	5.0291343730525295e-06	2.53135583499967e-06	1.06983361679388e-06	3.4744911448275702e-06	8.522686174878541e-07	5.59763516338254e-07
